size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right,pair
 36, 3,24,  5,  3,   ,combineS, 34,0.06,   0.000,"[1,18,17,21,20,3,24,4,1,15,0,1 2,12,2,23,1,0,22,19,5,2,14,16,2 0,8,9,25,6,2,26,11,13,10,7]","[1,1,9,2 0,2,20,18,12,19,11,15,1,6,10,1 2,0,24,26,21,17,16,3,2,5,22,23,25,8,14,7,13,0,4,2]","(1 18 17 21 20 3 24 4 1 15 0 1 2 12 2 23 1 0 22 19 5 2 14 16 2 0 8 9 25 6 2 26 11 13 10 7,1 1 9 2 0 2 20 18 12 19 11 15 1 6 10 1 2 0 24 26 21 17 16 3 2 5 22 23 25 8 14 7 13 0 4 2)"
 36, 3,24,  5,  3,   ,  greedy, 34,0.06,   0.003,"[1,18,17,21,20,3,24,4,1,15,0,1 2,12,2,23,1,0,22,19,5,2,14,16,2 0,8,9,25,6,2,26,11,13,10,7]","[1,1,9,2 0,2,20,18,12,19,11,15,1,6,10,1 2,0,24,26,21,17,16,3,2,5,22,23,25,8,14,7,13,0,4,2]","(1 18 17 21 20 3 24 4 1 15 0 1 2 12 2 23 1 0 22 19 5 2 14 16 2 0 8 9 25 6 2 26 11 13 10 7,1 1 9 2 0 2 20 18 12 19 11 15 1 6 10 1 2 0 24 26 21 17 16 3 2 5 22 23 25 8 14 7 13 0 4 2)"
 36, 3,24,  5,  3,  0,     pso, 34,0.06,   0.114,"[1,18,17,21,20,3,24,4,1,15,0,1 2,12,2,23,1,0,22,19,5,2,14,16,2 0,8,9,25,6,2,26,11,13,10,7]","[1,1,9,2 0,2,20,18,12,19,11,15,1,6,10,1 2,0,24,26,21,17,16,3,2,5,22,23,25,8,14,7,13,0,4,2]","(1 18 17 21 20 3 24 4 1 15 0 1 2 12 2 23 1 0 22 19 5 2 14 16 2 0 8 9 25 6 2 26 11 13 10 7,1 1 9 2 0 2 20 18 12 19 11 15 1 6 10 1 2 0 24 26 21 17 16 3 2 5 22 23 25 8 14 7 13 0 4 2)"
 36, 3,24,  5,  3,  0, psoPure, 34,0.06,   0.107,"[1,18,17,21,20,3,24,4,1,15,0,1 2,12,2,23,1,0,22,19,5,2,14,16,2 0,8,9,25,6,2,26,11,13,10,7]","[1,1,9,2 0,2,20,18,12,19,11,15,1,6,10,1 2,0,24,26,21,17,16,3,2,5,22,23,25,8,14,7,13,0,4,2]","(1 18 17 21 20 3 24 4 1 15 0 1 2 12 2 23 1 0 22 19 5 2 14 16 2 0 8 9 25 6 2 26 11 13 10 7,1 1 9 2 0 2 20 18 12 19 11 15 1 6 10 1 2 0 24 26 21 17 16 3 2 5 22 23 25 8 14 7 13 0 4 2)"
 36, 3,24,  5,  3,  0, psoComb, 34,0.06,   3.357,"[1,18,17,21,20,3,24,4,1,15,0,1 2,12,2,23,1,0,22,19,5,2,14,16,2 0,8,9,25,6,2,26,11,13,10,7]","[1,1,9,2 0,2,20,18,12,19,11,15,1,6,10,1 2,0,24,26,21,17,16,3,2,5,22,23,25,8,14,7,13,0,4,2]","(1 18 17 21 20 3 24 4 1 15 0 1 2 12 2 23 1 0 22 19 5 2 14 16 2 0 8 9 25 6 2 26 11 13 10 7,1 1 9 2 0 2 20 18 12 19 11 15 1 6 10 1 2 0 24 26 21 17 16 3 2 5 22 23 25 8 14 7 13 0 4 2)"
 36, 3,24,  5,  3,   ,     FPT, 33,0.09,   3.492,"[1,18,17,21,20,3,24,4,1,15,0,1,2,12,2,23,1,0,22,19,5,2,14,16,2,0,8,9,25,6,2,26,11,13,10,7]","[1,1,9,2,0,2,20,18,12,19,11,15,1,6,10,1,2,0,24,26,21,17,16,3,2,5,22,23,25,8,14,7,13,0,4,2]","(1 18 17 21 20 3 24 4 1 15 0 1 2 12 2 23 1 0 22 19 5 2 14 16 2 0 8 9 25 6 2 26 11 13 10 7,1 1 9 2 0 2 20 18 12 19 11 15 1 6 10 1 2 0 24 26 21 17 16 3 2 5 22 23 25 8 14 7 13 0 4 2)"
 36, 5,23,  4,  2,   , combine, 35,0.03,   0.000,"[0,21,16,15,13,3,5,11,19,2,10,6 1,0,25,0,20,3,12,2,8,18,24,14,7,26,22,5,9,23,27,2,0,1,28,17]","[25,11,0,13,15,0,2,6 1,28,12,7,22,16,17,19,9,10,8,21,3,14,0,0,27,24,1,26,2,23,5,3,20,2,5,18]","(0 21 16 15 13 3 5 11 19 2 10 6 1 0 25 0 20 3 12 2 8 18 24 14 7 26 22 5 9 23 27 2 0 1 28 17,25 11 0 13 15 0 2 6 1 28 12 7 22 16 17 19 9 10 8 21 3 14 0 0 27 24 1 26 2 23 5 3 20 2 5 18)"
 36, 5,23,  4,  2,   ,combineS, 35,0.03,   0.000,"[0,21,16,15,13,3,5,11,19,2,10,6 1,0,25,0,20,3,12,2,8,18,24,14,7,26,22,5,9,23,27,2,0,1,28,17]","[25,11,0,13,15,0,2,6 1,28,12,7,22,16,17,19,9,10,8,21,3,14,0,0,27,24,1,26,2,23,5,3,20,2,5,18]","(0 21 16 15 13 3 5 11 19 2 10 6 1 0 25 0 20 3 12 2 8 18 24 14 7 26 22 5 9 23 27 2 0 1 28 17,25 11 0 13 15 0 2 6 1 28 12 7 22 16 17 19 9 10 8 21 3 14 0 0 27 24 1 26 2 23 5 3 20 2 5 18)"
 36, 5,23,  4,  2,   ,  greedy, 35,0.03,   0.002,"[0,21,16,15,13,3,5,11,19,2,10,6 1,0,25,0,20,3,12,2,8,18,24,14,7,26,22,5,9,23,27,2,0,1,28,17]","[25,11,0,13,15,0,2,6 1,28,12,7,22,16,17,19,9,10,8,21,3,14,0,0,27,24,1,26,2,23,5,3,20,2,5,18]","(0 21 16 15 13 3 5 11 19 2 10 6 1 0 25 0 20 3 12 2 8 18 24 14 7 26 22 5 9 23 27 2 0 1 28 17,25 11 0 13 15 0 2 6 1 28 12 7 22 16 17 19 9 10 8 21 3 14 0 0 27 24 1 26 2 23 5 3 20 2 5 18)"
 36, 5,23,  4,  2,  0,     pso, 35,0.03,   0.076,"[0,21,16,15,13,3,5,11,19,2,10,6 1,0,25,0,20,3,12,2,8,18,24,14,7,26,22,5,9,23,27,2,0,1,28,17]","[25,11,0,13,15,0,2,6 1,28,12,7,22,16,17,19,9,10,8,21,3,14,0,0,27,24,1,26,2,23,5,3,20,2,5,18]","(0 21 16 15 13 3 5 11 19 2 10 6 1 0 25 0 20 3 12 2 8 18 24 14 7 26 22 5 9 23 27 2 0 1 28 17,25 11 0 13 15 0 2 6 1 28 12 7 22 16 17 19 9 10 8 21 3 14 0 0 27 24 1 26 2 23 5 3 20 2 5 18)"
 36, 5,23,  4,  2,  0, psoPure, 35,0.03,   0.071,"[0,21,16,15,13,3,5,11,19,2,10,6,1,0,25,0,20,3,12,2,8,18,24,14,7,26,22,5,9,23,27,2,0,1 28,17]","[25,11,0,13,15,0,2,6,1 28,12,7,22,16,17,19,9,10,8,21,3,14,0,0,27,24,1,26,2,23,5,3,20,2,5,18]","(0 21 16 15 13 3 5 11 19 2 10 6 1 0 25 0 20 3 12 2 8 18 24 14 7 26 22 5 9 23 27 2 0 1 28 17,25 11 0 13 15 0 2 6 1 28 12 7 22 16 17 19 9 10 8 21 3 14 0 0 27 24 1 26 2 23 5 3 20 2 5 18)"
 36, 5,23,  4,  2,  0, psoComb, 35,0.03,   3.515,"[0,21,16,15,13,3,5,11,19,2,10,6 1,0,25,0,20,3,12,2,8,18,24,14,7,26,22,5,9,23,27,2,0,1,28,17]","[25,11,0,13,15,0,2,6 1,28,12,7,22,16,17,19,9,10,8,21,3,14,0,0,27,24,1,26,2,23,5,3,20,2,5,18]","(0 21 16 15 13 3 5 11 19 2 10 6 1 0 25 0 20 3 12 2 8 18 24 14 7 26 22 5 9 23 27 2 0 1 28 17,25 11 0 13 15 0 2 6 1 28 12 7 22 16 17 19 9 10 8 21 3 14 0 0 27 24 1 26 2 23 5 3 20 2 5 18)"
 36, 5,23,  4,  2,   ,     FPT, 33,0.09,   0.143,"[0,21,16,15,13,3,5,11,19,2,10,6,1,0,25,0,20,3,12,2,8,18,24,14,7,26,22,5,9,23,27,2,0,1,28,17]","[25,11,0,13,15,0,2,6,1,28,12,7,22,16,17,19,9,10,8,21,3,14,0,0,27,24,1,26,2,23,5,3,20,2,5,18]","(0 21 16 15 13 3 5 11 19 2 10 6 1 0 25 0 20 3 12 2 8 18 24 14 7 26 22 5 9 23 27 2 0 1 28 17,25 11 0 13 15 0 2 6 1 28 12 7 22 16 17 19 9 10 8 21 3 14 0 0 27 24 1 26 2 23 5 3 20 2 5 18)"
 37, 5,23,  4,  4,   , combine, 33,0.11,   0.000,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]","(2 9 3 12 27 20 21 10 16 4 6 23 2 3 15 3 25 4 11 8 13 0 26 17 1 19 24 7 14 18 1 0 2 4 22 3 5,1 2 22 23 2 10 3 14 20 2 0 4 18 12 0 16 6 7 3 15 5 25 11 17 8 27 4 9 3 1 19 21 26 4 3 13 24)"
 37, 5,23,  4,  4,   ,combineS, 33,0.11,   0.000,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]","(2 9 3 12 27 20 21 10 16 4 6 23 2 3 15 3 25 4 11 8 13 0 26 17 1 19 24 7 14 18 1 0 2 4 22 3 5,1 2 22 23 2 10 3 14 20 2 0 4 18 12 0 16 6 7 3 15 5 25 11 17 8 27 4 9 3 1 19 21 26 4 3 13 24)"
 37, 5,23,  4,  4,   ,  greedy, 33,0.11,   0.003,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]","(2 9 3 12 27 20 21 10 16 4 6 23 2 3 15 3 25 4 11 8 13 0 26 17 1 19 24 7 14 18 1 0 2 4 22 3 5,1 2 22 23 2 10 3 14 20 2 0 4 18 12 0 16 6 7 3 15 5 25 11 17 8 27 4 9 3 1 19 21 26 4 3 13 24)"
 37, 5,23,  4,  4,  0,     pso, 33,0.11,   0.240,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]","(2 9 3 12 27 20 21 10 16 4 6 23 2 3 15 3 25 4 11 8 13 0 26 17 1 19 24 7 14 18 1 0 2 4 22 3 5,1 2 22 23 2 10 3 14 20 2 0 4 18 12 0 16 6 7 3 15 5 25 11 17 8 27 4 9 3 1 19 21 26 4 3 13 24)"
 37, 5,23,  4,  4,  0, psoPure, 33,0.11,   0.237,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]","(2 9 3 12 27 20 21 10 16 4 6 23 2 3 15 3 25 4 11 8 13 0 26 17 1 19 24 7 14 18 1 0 2 4 22 3 5,1 2 22 23 2 10 3 14 20 2 0 4 18 12 0 16 6 7 3 15 5 25 11 17 8 27 4 9 3 1 19 21 26 4 3 13 24)"
 37, 5,23,  4,  4,  0, psoComb, 33,0.11,   3.385,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]","(2 9 3 12 27 20 21 10 16 4 6 23 2 3 15 3 25 4 11 8 13 0 26 17 1 19 24 7 14 18 1 0 2 4 22 3 5,1 2 22 23 2 10 3 14 20 2 0 4 18 12 0 16 6 7 3 15 5 25 11 17 8 27 4 9 3 1 19 21 26 4 3 13 24)"
 37, 5,23,  4,  4,   ,     FPT, 33,0.11,   0.234,"[2,9,3,12,27,20,21,10,16,4,6,23,2,3,15,3,25,4,11,8,13,0,26,17,1,19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23,2,10,3,14,20,2,0,4,18,12,0,16,6,7,3,15,5,25,11,17,8,27,4,9,3,1,19,21,26,4,3,13,24]","(2 9 3 12 27 20 21 10 16 4 6 23 2 3 15 3 25 4 11 8 13 0 26 17 1 19 24 7 14 18 1 0 2 4 22 3 5,1 2 22 23 2 10 3 14 20 2 0 4 18 12 0 16 6 7 3 15 5 25 11 17 8 27 4 9 3 1 19 21 26 4 3 13 24)"
 37, 6,14,  5,  9,   , combine, 32,0.14,   0.000,"[2 8,4,4,9,0,18,17,5,1,5 0,1,4,0,1,10,2,11,15,5 0,13,12,3,14,3,5,1,16,19,2,2 4,7,4 6]","[2 4,15,0,3,5 0,14,5 0,4,16,12,17,1,3,2,4,1,7,13,1,18,1,11,0,2 8,19,4,5,5,2,9,10,4 6]","(2 8 4 4 9 0 18 17 5 1 5 0 1 4 0 1 10 2 11 15 5 0 13 12 3 14 3 5 1 16 19 2 2 4 7 4 6,2 4 15 0 3 5 0 14 5 0 4 16 12 17 1 3 2 4 1 7 13 1 18 1 11 0 2 8 19 4 5 5 2 9 10 4 6)"
 37, 6,14,  5,  9,   ,combineS, 32,0.14,   0.000,"[2 8,4,4,9,0,18,17,5,1,5 0,1,4,0,1,10,2,11,15,5 0,13,12,3,14,3,5,1,16,19,2,2 4,7,4 6]","[2 4,15,0,3,5 0,14,5 0,4,16,12,17,1,3,2,4,1,7,13,1,18,1,11,0,2 8,19,4,5,5,2,9,10,4 6]","(2 8 4 4 9 0 18 17 5 1 5 0 1 4 0 1 10 2 11 15 5 0 13 12 3 14 3 5 1 16 19 2 2 4 7 4 6,2 4 15 0 3 5 0 14 5 0 4 16 12 17 1 3 2 4 1 7 13 1 18 1 11 0 2 8 19 4 5 5 2 9 10 4 6)"
 37, 6,14,  5,  9,   ,  greedy, 32,0.14,   0.003,"[2 8,4,4,9,0,18,17,5,1,5 0,1,4,0,1,10,2,11,15,5 0,13,12,3,14,3,5,1,16,19,2,2 4,7,4 6]","[2 4,15,0,3,5 0,14,5 0,4,16,12,17,1,3,2,4,1,7,13,1,18,1,11,0,2 8,19,4,5,5,2,9,10,4 6]","(2 8 4 4 9 0 18 17 5 1 5 0 1 4 0 1 10 2 11 15 5 0 13 12 3 14 3 5 1 16 19 2 2 4 7 4 6,2 4 15 0 3 5 0 14 5 0 4 16 12 17 1 3 2 4 1 7 13 1 18 1 11 0 2 8 19 4 5 5 2 9 10 4 6)"
 37, 6,14,  5,  9,  0,     pso, 32,0.14,   0.685,"[2 8,4,4,9,0,18,17,5,1,5 0,1,4,0,1,10,2,11,15,5 0,13,12,3,14,3,5,1,16,19,2,2 4,7,4 6]","[2 4,15,0,3,5 0,14,5 0,4,16,12,17,1,3,2,4,1,7,13,1,18,1,11,0,2 8,19,4,5,5,2,9,10,4 6]","(2 8 4 4 9 0 18 17 5 1 5 0 1 4 0 1 10 2 11 15 5 0 13 12 3 14 3 5 1 16 19 2 2 4 7 4 6,2 4 15 0 3 5 0 14 5 0 4 16 12 17 1 3 2 4 1 7 13 1 18 1 11 0 2 8 19 4 5 5 2 9 10 4 6)"
 37, 6,14,  5,  9,  0, psoPure, 32,0.14,   0.685,"[2 8,4,4,9,0,18,17,5,1,5 0,1,4,0,1,10,2,11,15,5 0,13,12,3,14,3,5,1,16,19,2,2 4,7,4 6]","[2,4,15,0,3,5 0,14,5 0,4,16,12,17,1,3,2 4,1,7,13,1,18,1,11,0,2 8,19,4,5,5,2,9,10,4 6]","(2 8 4 4 9 0 18 17 5 1 5 0 1 4 0 1 10 2 11 15 5 0 13 12 3 14 3 5 1 16 19 2 2 4 7 4 6,2 4 15 0 3 5 0 14 5 0 4 16 12 17 1 3 2 4 1 7 13 1 18 1 11 0 2 8 19 4 5 5 2 9 10 4 6)"
 37, 6,14,  5,  9,  0, psoComb, 32,0.14,   3.739,"[2 8,4,4,9,0,18,17,5,1,5 0,1,4,0,1,10,2,11,15,5 0,13,12,3,14,3,5,1,16,19,2,2 4,7,4 6]","[2 4,15,0,3,5 0,14,5 0,4,16,12,17,1,3,2,4,1,7,13,1,18,1,11,0,2 8,19,4,5,5,2,9,10,4 6]","(2 8 4 4 9 0 18 17 5 1 5 0 1 4 0 1 10 2 11 15 5 0 13 12 3 14 3 5 1 16 19 2 2 4 7 4 6,2 4 15 0 3 5 0 14 5 0 4 16 12 17 1 3 2 4 1 7 13 1 18 1 11 0 2 8 19 4 5 5 2 9 10 4 6)"
 37, 6,14,  5,  9,   ,     FPT, 30,0.19, 690.675,"[2,8,4,4,9,0,18,17,5,1,5,0,1,4,0,1,10,2,11,15,5,0,13,12,3,14,3,5,1,16,19,2,2,4,7,4,6]","[2,4,15,0,3,5,0,14,5,0,4,16,12,17,1,3,2,4,1,7,13,1,18,1,11,0,2,8,19,4,5,5,2,9,10,4,6]","(2 8 4 4 9 0 18 17 5 1 5 0 1 4 0 1 10 2 11 15 5 0 13 12 3 14 3 5 1 16 19 2 2 4 7 4 6,2 4 15 0 3 5 0 14 5 0 4 16 12 17 1 3 2 4 1 7 13 1 18 1 11 0 2 8 19 4 5 5 2 9 10 4 6)"
 37, 6,16,  5,  5,   , combine, 34,0.08,   0.000,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1 4,2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1 4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4,2,3]","(6 10 16 21 3 19 13 2 11 4 1 20 4 0 4 5 17 2 15 18 14 3 1 1 4 2 12 8 5 2 9 4 7 1 0 2 0,0 16 8 2 1 4 4 2 19 4 5 6 18 9 0 7 0 1 12 20 21 15 3 4 14 2 10 11 1 13 1 17 5 2 4 2 3)"
 37, 6,16,  5,  5,   ,combineS, 34,0.08,   0.000,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1 4,2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1 4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4,2,3]","(6 10 16 21 3 19 13 2 11 4 1 20 4 0 4 5 17 2 15 18 14 3 1 1 4 2 12 8 5 2 9 4 7 1 0 2 0,0 16 8 2 1 4 4 2 19 4 5 6 18 9 0 7 0 1 12 20 21 15 3 4 14 2 10 11 1 13 1 17 5 2 4 2 3)"
 37, 6,16,  5,  5,   ,  greedy, 34,0.08,   0.003,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1,4 2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1,4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4 2,3]","(6 10 16 21 3 19 13 2 11 4 1 20 4 0 4 5 17 2 15 18 14 3 1 1 4 2 12 8 5 2 9 4 7 1 0 2 0,0 16 8 2 1 4 4 2 19 4 5 6 18 9 0 7 0 1 12 20 21 15 3 4 14 2 10 11 1 13 1 17 5 2 4 2 3)"
 37, 6,16,  5,  5,  0,     pso, 34,0.08,   0.254,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1 4,2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1 4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4,2,3]","(6 10 16 21 3 19 13 2 11 4 1 20 4 0 4 5 17 2 15 18 14 3 1 1 4 2 12 8 5 2 9 4 7 1 0 2 0,0 16 8 2 1 4 4 2 19 4 5 6 18 9 0 7 0 1 12 20 21 15 3 4 14 2 10 11 1 13 1 17 5 2 4 2 3)"
 37, 6,16,  5,  5,  0, psoPure, 34,0.08,   0.246,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1 4,2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1 4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4,2,3]","(6 10 16 21 3 19 13 2 11 4 1 20 4 0 4 5 17 2 15 18 14 3 1 1 4 2 12 8 5 2 9 4 7 1 0 2 0,0 16 8 2 1 4 4 2 19 4 5 6 18 9 0 7 0 1 12 20 21 15 3 4 14 2 10 11 1 13 1 17 5 2 4 2 3)"
 37, 6,16,  5,  5,  0, psoComb, 34,0.08,   3.436,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1 4,2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1 4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4,2,3]","(6 10 16 21 3 19 13 2 11 4 1 20 4 0 4 5 17 2 15 18 14 3 1 1 4 2 12 8 5 2 9 4 7 1 0 2 0,0 16 8 2 1 4 4 2 19 4 5 6 18 9 0 7 0 1 12 20 21 15 3 4 14 2 10 11 1 13 1 17 5 2 4 2 3)"
 37, 6,16,  5,  5,   ,     FPT, 34,0.08, 231.107,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4,5,17,2,15,18,14,3,1,1,4,2,12,8,5,2,9,4,7,1,0,2,0]","[0,16,8,2,1,4,4,2,19,4,5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5,2,4,2,3]","(6 10 16 21 3 19 13 2 11 4 1 20 4 0 4 5 17 2 15 18 14 3 1 1 4 2 12 8 5 2 9 4 7 1 0 2 0,0 16 8 2 1 4 4 2 19 4 5 6 18 9 0 7 0 1 12 20 21 15 3 4 14 2 10 11 1 13 1 17 5 2 4 2 3)"
 37, 3,29,  3,  4,   , combine, 34,0.08,   0.000,"[3,4,20,10,0,18,14,24,9,23,3 2,19,26,6,22,0,17,27,31,25,29,32,30,2,21,5 0,11,12,13,15,8 28,16,7,2]","[29,20,30,0,3 2,18,9,31,22,14,10,3,2,27,13,5 0,25,21,24,7,19,16,0,6,15,32,26,23,17,11,8 28,12,2,4]","(3 4 20 10 0 18 14 24 9 23 3 2 19 26 6 22 0 17 27 31 25 29 32 30 2 21 5 0 11 12 13 15 8 28 16 7 2,29 20 30 0 3 2 18 9 31 22 14 10 3 2 27 13 5 0 25 21 24 7 19 16 0 6 15 32 26 23 17 11 8 28 12 2 4)"
 37, 3,29,  3,  4,   ,combineS, 34,0.08,   0.000,"[3,4,20,10,0,18,14,24,9,23,3 2,19,26,6,22,0,17,27,31,25,29,32,30,2,21,5 0,11,12,13,15,8 28,16,7,2]","[29,20,30,0,3 2,18,9,31,22,14,10,3,2,27,13,5 0,25,21,24,7,19,16,0,6,15,32,26,23,17,11,8 28,12,2,4]","(3 4 20 10 0 18 14 24 9 23 3 2 19 26 6 22 0 17 27 31 25 29 32 30 2 21 5 0 11 12 13 15 8 28 16 7 2,29 20 30 0 3 2 18 9 31 22 14 10 3 2 27 13 5 0 25 21 24 7 19 16 0 6 15 32 26 23 17 11 8 28 12 2 4)"
 37, 3,29,  3,  4,   ,  greedy, 34,0.08,   0.003,"[3,4,20,10,0,18,14,24,9,23,3 2,19,26,6,22,0,17,27,31,25,29,32,30,2,21,5 0,11,12,13,15,8 28,16,7,2]","[29,20,30,0,3 2,18,9,31,22,14,10,3,2,27,13,5 0,25,21,24,7,19,16,0,6,15,32,26,23,17,11,8 28,12,2,4]","(3 4 20 10 0 18 14 24 9 23 3 2 19 26 6 22 0 17 27 31 25 29 32 30 2 21 5 0 11 12 13 15 8 28 16 7 2,29 20 30 0 3 2 18 9 31 22 14 10 3 2 27 13 5 0 25 21 24 7 19 16 0 6 15 32 26 23 17 11 8 28 12 2 4)"
 37, 3,29,  3,  4,  0,     pso, 34,0.08,   0.205,"[3,4,20,10,0,18,14,24,9,23,3 2,19,26,6,22,0,17,27,31,25,29,32,30,2,21,5 0,11,12,13,15,8 28,16,7,2]","[29,20,30,0,3 2,18,9,31,22,14,10,3,2,27,13,5 0,25,21,24,7,19,16,0,6,15,32,26,23,17,11,8 28,12,2,4]","(3 4 20 10 0 18 14 24 9 23 3 2 19 26 6 22 0 17 27 31 25 29 32 30 2 21 5 0 11 12 13 15 8 28 16 7 2,29 20 30 0 3 2 18 9 31 22 14 10 3 2 27 13 5 0 25 21 24 7 19 16 0 6 15 32 26 23 17 11 8 28 12 2 4)"
 37, 3,29,  3,  4,  0, psoPure, 34,0.08,   0.191,"[3,4,20,10,0,18,14,24,9,23,3 2,19,26,6,22,0,17,27,31,25,29,32,30,2,21,5 0,11,12,13,15,8 28,16,7,2]","[29,20,30,0,3,2,18,9,31,22,14,10,3 2,27,13,5 0,25,21,24,7,19,16,0,6,15,32,26,23,17,11,8 28,12,2,4]","(3 4 20 10 0 18 14 24 9 23 3 2 19 26 6 22 0 17 27 31 25 29 32 30 2 21 5 0 11 12 13 15 8 28 16 7 2,29 20 30 0 3 2 18 9 31 22 14 10 3 2 27 13 5 0 25 21 24 7 19 16 0 6 15 32 26 23 17 11 8 28 12 2 4)"
 37, 3,29,  3,  4,  0, psoComb, 34,0.08,   3.401,"[3,4,20,10,0,18,14,24,9,23,3 2,19,26,6,22,0,17,27,31,25,29,32,30,2,21,5 0,11,12,13,15,8 28,16,7,2]","[29,20,30,0,3 2,18,9,31,22,14,10,3,2,27,13,5 0,25,21,24,7,19,16,0,6,15,32,26,23,17,11,8 28,12,2,4]","(3 4 20 10 0 18 14 24 9 23 3 2 19 26 6 22 0 17 27 31 25 29 32 30 2 21 5 0 11 12 13 15 8 28 16 7 2,29 20 30 0 3 2 18 9 31 22 14 10 3 2 27 13 5 0 25 21 24 7 19 16 0 6 15 32 26 23 17 11 8 28 12 2 4)"
 37, 3,29,  3,  4,   ,     FPT, 33,0.11,   0.029,"[3,4,20,10,0,18,14,24,9,23,3,2,19,26,6,22,0,17,27,31,25,29,32,30,2,21,5,0,11,12,13,15,8,28,16,7,2]","[29,20,30,0,3,2,18,9,31,22,14,10,3,2,27,13,5,0,25,21,24,7,19,16,0,6,15,32,26,23,17,11,8,28,12,2,4]","(3 4 20 10 0 18 14 24 9 23 3 2 19 26 6 22 0 17 27 31 25 29 32 30 2 21 5 0 11 12 13 15 8 28 16 7 2,29 20 30 0 3 2 18 9 31 22 14 10 3 2 27 13 5 0 25 21 24 7 19 16 0 6 15 32 26 23 17 11 8 28 12 2 4)"
